experiment_id,dataset,split,model_name,commit,metric_name,metric_value,seed,B,epoch
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4811,42,NaN,59
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5155,42,NaN,59
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4960,42,NaN,60
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5310,42,NaN,60
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4767,42,NaN,61
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5100,42,NaN,61
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4813,42,NaN,62
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5187,42,NaN,62
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5253,42,NaN,63
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5643,42,NaN,63
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5252,42,NaN,64
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5429,42,NaN,64
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5231,42,NaN,65
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5583,42,NaN,65
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4947,42,NaN,66
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5238,42,NaN,66
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5369,42,NaN,67
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5500,42,NaN,67
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5001,42,NaN,68
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5348,42,NaN,68
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4721,42,NaN,69
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5093,42,NaN,69
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5428,42,NaN,70
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5729,42,NaN,70
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4752,42,NaN,71
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5138,42,NaN,71
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5092,42,NaN,72
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5349,42,NaN,72
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5690,42,NaN,73
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5827,42,NaN,73
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4779,42,NaN,74
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5189,42,NaN,74
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4742,42,NaN,75
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5032,42,NaN,75
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4739,42,NaN,76
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5113,42,NaN,76
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4706,42,NaN,77
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5072,42,NaN,77
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5591,42,NaN,78
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5716,42,NaN,78
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5585,42,NaN,79
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5955,42,NaN,79
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4783,42,NaN,80
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5170,42,NaN,80
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4750,42,NaN,81
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5157,42,NaN,81
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4788,42,NaN,82
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5200,42,NaN,82
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4746,42,NaN,83
